Feature_1,Feature_2,Actual_Cluster
0.8306401546394773,-0.425054516067567,1
0.7596844357618555,0.8293346784183084,0
1.0391130922792124,-0.48812556348062364,1
-0.2815914734484444,0.9693804374494591,0
0.31569948440312584,1.1114539357334998,0
1.2617125718085398,-0.4915643625839463,1
1.0672400127911248,-0.40860320399632166,1
0.04642251770348394,1.0848311882966684,0
0.6004754835614546,0.6870534546500721,0
1.7713054672152666,-0.1809802450202246,1
1.0023839142538586,0.07890564673327655,0
-0.6703240679923159,0.536262299462243,0
1.5114441113331452,-0.5005546298566175,1
0.3899755239779653,0.8062926211501079,0
1.1119578243145831,-0.5022319637422579,1
1.2118597751884006,-0.5002406776291408,1
1.9915205028110372,0.4090836641489773,1
0.9332775890259866,0.409099822291294,0
0.4613919164129128,-0.3897159610685818,1
1.539057162498927,-0.3697625640615427,1
1.9641389253509427,0.34287444376198367,1
2.0784044676010742,0.4175548760500146,1
-0.051943281813479486,0.15951373732622778,1
0.8602518671663815,-0.4042538120189924,1
0.5242887486507467,0.7111879472307375,0
1.8611756012968423,0.29903656363360287,1
1.8760817318045078,0.40735019413842144,1
-0.8558901013967539,0.451320226645911,0
0.27615421423249004,1.118343894766821,0
0.44270521256712864,-0.37340717117860134,1
1.9706566581157787,0.1374231541472946,1
0.41787758364150873,-0.3627804432786755,1
1.8805923237779547,-0.1451591792428886,1
-0.5672315712552658,0.8251669664190446,0
0.9790082288268727,0.11990958375390465,0
0.45956461809665083,-0.47456824253792357,1
1.2951328194010203,-0.40043090705445816,1
0.7195534115144122,0.7917590872505155,0
-0.9007218847093504,0.5201969901246558,0
0.715281122382921,0.7798613505794803,0
1.2256934848633565,-0.5691766008208691,1
0.19988257211074525,0.8939356591479776,0
1.9028931101073852,0.39083800272870955,1
-0.7492698615849285,0.5724834107719635,0
0.868632778267093,0.285072193559169,0
0.6912770553529913,0.8634621296549461,0
1.051804648721097,0.042882122792388656,0
1.0575984728000516,0.2290074770477927,0
1.4458543633238656,-0.4858616580015291,1
0.8939693261603717,0.2703999189194605,0
0.40985108550109817,0.8799463921938724,0
-0.8152255823352715,0.7961163372306969,0
-0.09536321439433475,1.0194531355778067,0
1.3953180281443172,-0.38398300095211224,1
-0.7983609792193581,0.6047136763916738,0
0.696962069774962,0.7616266450181068,0
-0.26281785252321754,0.9731259639373292,0
0.9042777973506566,0.20636807383554936,0
-0.9220872066449183,0.49844982399905563,0
0.4568719171046057,0.959913103739965,0
1.9374583650572006,0.3669513378125954,1
-0.09460940763209558,0.2874792659120891,1
0.3554075003873214,-0.30018305566089964,1
1.928067694881663,0.17144999292153823,1
0.42188486750391324,0.8940725823181913,0
0.8715399660820476,0.5243510277799549,0
1.8845780248484099,-0.05717583823584802,1
0.7377188694295858,0.5635039860706104,0
-0.8784170482295589,0.10254587310161609,0
1.2339266327880216,-0.4795113773669481,1
0.8297088694988726,-0.5141991553833936,1
0.6820910120131021,-0.44200024849324565,1
0.0019321691937277327,0.1746846343460701,1
0.15206417155290203,0.1694006821210571,1
0.36207720158885914,-0.23272662621641452,1
0.3509426303360451,-0.08172620649134822,1
-0.025864754806649265,0.3833216903019614,1
0.585227528910529,0.7127513103504777,0
1.7819445451126443,-0.1019626231484281,1
1.9360474719182512,0.06343121492719514,1
-0.6419161570371857,0.9100696839273223,0
0.4694534362213998,0.9310742532715987,0
1.9166633362233558,0.42912073447826515,1
-0.45232095153050367,0.7945379420183185,0
0.46707188066101935,-0.23868949470663364,1
0.44034239716860346,0.9709638086425769,0
-0.6400713605240381,0.7839191851033728,0
1.5438583397941004,-0.21416898233026185,1
0.31076197488162044,-0.24117663764885244,1
-0.10058437894748218,0.31093518758423233,1
1.0608582142521354,-0.45385436639933313,1
2.0950087334798324,0.1841040141770493,1
0.8273688699906228,-0.3740156204523358,1
0.4419516641770044,-0.256905867940356,1
1.5321406001090485,-0.16002697610302435,1
0.6900036484176179,-0.5501368951922756,1
0.505677726183008,0.7193238017059386,0
0.7720768944250868,0.7230876072200514,0
1.8471136186866675,-0.26090393664141354,1
1.0269631765818603,0.11515460183987385,0
-0.9202307822481743,-0.018825499352580037,0
1.7102948880695354,-0.23855330055350116,1
0.8621513292633752,0.27775911486208665,0
0.3447425571287865,-0.20490329808975694,1
0.4702447986620953,-0.36578933684995685,1
0.8952448944397635,0.839739111616469,0
0.26285729366563215,-0.12293730924256638,1
-0.9983045596516954,0.1841732380371208,0
0.4282894361152309,-0.3750229830075941,1
0.06265510547156075,0.979748539140277,0
-0.25514174939502704,0.990922680025866,0
1.5886876522746838,-0.3156976947669698,1
0.5859851593150334,-0.3728447607611784,1
1.0121640770680382,0.24778921237455964,0
2.0465319180043204,0.09282150866971829,1
0.10753560247793073,0.056013146237464256,1
-0.9619354883909559,0.07731620267624904,0
-1.0821420602978957,0.01809697009036146,0
0.11797841377678861,0.9564246869321164,0
0.8836477005632811,0.4021703801847316,0
